PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,PredictProba,Prediction,CM,Survived
233,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,,S,0.49,0.0,TN,0
234,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S,0.06,0.0,FN,1
235,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S,0.0,0.0,TN,0
236,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,0.8633651450477395,1.0,FP,0
237,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,0.0,0.0,TN,0
238,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S,0.94,1.0,TP,1
239,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S,0.3971666666666666,0.0,TN,0
240,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S,0.87,1.0,FP,0
241,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,0.21,0.0,TN,0
242,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,0.88,1.0,TP,1
243,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,0.0,0.0,TN,0
244,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,0.15617987567987565,0.0,TN,0
245,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C,0.01910860910860911,0.0,TN,0
246,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,0.555,1.0,FP,0
247,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S,0.88,1.0,FP,0
248,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S,0.92,1.0,TP,1
249,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,0.255,0.0,FN,1
250,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,,S,0.12,0.0,TN,0
251,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,0.06966187617122867,0.0,TN,0
252,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,0.42,0.0,TN,0
253,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,0.0285,0.0,TN,0
254,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,,S,0.14733333333333334,0.0,TN,0
255,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,,S,0.24,0.0,TN,0
256,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C,0.263452380952381,0.0,FN,1
257,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,0.98,1.0,TP,1
258,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,1.0,1.0,TP,1
259,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,,C,0.98,1.0,TP,1
260,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,0.55,1.0,TP,1
261,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,0.08994011307545993,0.0,TN,0
262,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S,0.06,0.0,FN,1
263,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,0.18,0.0,TN,0
264,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,0.11333333333333333,0.0,TN,0
265,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,0.9034565573315569,1.0,FP,0
266,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,0.01,0.0,TN,0
267,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,0.014166666666666666,0.0,TN,0
268,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S,0.0,0.0,FN,1
269,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,0.97,1.0,TP,1
270,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,1.0,1.0,TP,1
271,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S,0.2575248917748917,0.0,TN,0
272,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S,0.0013636363636363635,0.0,FN,1
273,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,S,0.81,1.0,TP,1
274,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,0.3066666666666667,0.0,TN,0
275,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,0.9034565573315569,1.0,TP,1
276,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,0.97,1.0,TP,1
277,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,0.272,0.0,TN,0
278,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0.0,,S,0.01,0.0,TN,0
279,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Q,0.08,0.0,TN,0
280,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S,0.5,0.0,FN,1
281,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Q,0.01,0.0,TN,0
282,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,S,0.12,0.0,TN,0
283,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,S,0.3343333333333333,0.0,TN,0
284,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,S,0.0,0.0,FN,1
285,1,"Smith, Mr. Richard William",male,,0,0,113056,26.0,A19,S,0.81,1.0,FP,0
286,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,C,0.0025,0.0,TN,0
287,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,S,0.0,0.0,FN,1
288,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,S,0.12085646053293107,0.0,TN,0
289,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,S,0.01,0.0,FN,1
290,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Q,0.9948484848484849,1.0,TP,1
291,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,S,0.98,1.0,TP,1
292,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,1.0,1.0,TP,1
293,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,0.69,1.0,FP,0
294,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,0.01,0.0,TN,0
295,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,0.02,0.0,TN,0
296,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,0.22601476301476298,0.0,TN,0
297,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,0.0789026412184307,0.0,TN,0
298,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,0.97,1.0,FP,0
299,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,0.44949999999999996,0.0,FN,1
300,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,0.99,1.0,TP,1
301,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,0.8115386555794748,1.0,TP,1
302,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,0.02428571428571429,0.0,FN,1
303,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,S,0.025345238095238094,0.0,TN,0
304,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,0.96,1.0,TP,1
305,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,0.03950616596347868,0.0,TN,0
306,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,0.92,1.0,TP,1
307,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,1.0,1.0,TP,1
308,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,1.0,1.0,TP,1
309,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,C,0.07,0.0,TN,0
310,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,1.0,1.0,TP,1
311,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,1.0,1.0,TP,1
312,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,0.93,1.0,TP,1
313,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,S,0.945,1.0,FP,0
314,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,S,0.044222222222222225,0.0,TN,0
315,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,0.01,0.0,TN,0
316,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,S,0.86,1.0,TP,1
317,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,S,0.8,1.0,TP,1
318,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,S,0.03,0.0,TN,0
319,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,0.99,1.0,TP,1
320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,1.0,1.0,TP,1
321,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,S,0.15617987567987565,0.0,TN,0
322,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,S,0.69,1.0,FP,0
323,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,0.99,1.0,TP,1
324,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,S,0.9,1.0,TP,1
325,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,0.01,0.0,TN,0
326,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,1.0,1.0,TP,1
327,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,S,0.0,0.0,TN,0
328,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,0.89,1.0,TP,1
329,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,0.3977857142857143,0.0,FN,1
330,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,1.0,1.0,TP,1
331,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,0.11714285714285716,0.0,FN,1
332,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,0.5840833333333333,1.0,FP,0
333,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,0.6766666666666667,1.0,FP,0
334,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,S,0.051428571428571435,0.0,TN,0
335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,1.0,1.0,TP,1
336,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,0.06966187617122867,0.0,TN,0
337,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,0.28300000000000003,0.0,TN,0
338,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,1.0,1.0,TP,1
339,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,,S,0.30883333333333335,0.0,FN,1
340,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,0.19,0.0,TN,0
341,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,1.0,1.0,TP,1
342,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S,0.88,1.0,TP,1
343,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,,S,0.0,0.0,TN,0
344,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,,S,0.0,0.0,TN,0
345,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,0.0,0.0,TN,0
346,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,0.74,1.0,TP,1
347,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,,S,0.45,0.0,FN,1
348,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,0.91,1.0,TP,1
349,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,S,0.72,1.0,TP,1
350,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S,0.09269047619047618,0.0,TN,0
351,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,,S,0.0,0.0,TN,0
352,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35.0,C128,S,0.4371666666666667,0.0,TN,0
353,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,C,0.08666666666666666,0.0,TN,0
354,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,S,0.04066666666666666,0.0,TN,0
355,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,0.06595825708748018,0.0,TN,0
356,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,S,0.22795670995671,0.0,TN,0
357,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,1.0,1.0,TP,1
358,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,,S,0.97,1.0,FP,0
359,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,0.8633651450477395,1.0,TP,1
360,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,0.8115845934998579,1.0,TP,1
361,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,,S,0.0,0.0,TN,0
362,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,C,0.02,0.0,TN,0
363,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,C,0.055,0.0,TN,0
364,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,0.0,0.0,TN,0
365,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,0.0,0.0,TN,0
366,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S,0.001142156862745098,0.0,TN,0
367,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C,0.98,1.0,TP,1
368,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,0.74,1.0,TP,1
369,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,0.8101334799157857,1.0,TP,1
370,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C,0.95,1.0,TP,1
371,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,0.75,1.0,TP,1
372,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,S,0.10033333333333332,0.0,TN,0
373,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S,0.16836435786435786,0.0,TN,0
374,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,,C,0.6,1.0,FP,0
375,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,S,0.15,0.0,TN,0
376,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,1.0,1.0,TP,1
377,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,S,0.988,1.0,TP,1
378,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,C,0.51,1.0,FP,0
379,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,,C,0.25545310245310243,0.0,TN,0
380,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,,S,0.0017948717948717949,0.0,TN,0
381,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,C,0.96,1.0,TP,1
382,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,,C,0.9,1.0,TP,1
383,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,S,0.3274166666666667,0.0,TN,0
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,,S,1.0,1.0,TP,1
385,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,0.03950616596347868,0.0,TN,0
386,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,S,0.03,0.0,TN,0
387,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,S,0.39,0.0,TN,0
388,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,,S,0.97,1.0,TP,1
389,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,0.07147016962071057,0.0,TN,0
390,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,C,0.94,1.0,TP,1
391,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,0.6085,1.0,TP,1
392,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,,S,0.007575757575757576,0.0,FN,1
393,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,S,0.15083333333333335,0.0,TN,0
394,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,C,1.0,1.0,TP,1
395,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,0.89,1.0,TP,1
396,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,S,0.20350865800865797,0.0,TN,0
397,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,,S,0.14,0.0,TN,0
398,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S,0.09166666666666667,0.0,TN,0
399,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,S,0.1,0.0,TN,0
400,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,,S,1.0,1.0,TP,1
401,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,S,0.0,0.0,FN,1
402,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,,S,0.022222222222222223,0.0,TN,0
403,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,S,0.20066666666666666,0.0,TN,0
404,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,S,0.0,0.0,TN,0
405,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,S,0.198,0.0,TN,0
406,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,S,0.02,0.0,TN,0
407,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,S,0.0,0.0,TN,0
408,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,,S,0.98,1.0,TP,1
409,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,S,0.18989309056956113,0.0,TN,0
410,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,0.01,0.0,TN,0
411,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,0.07442472877927059,0.0,TN,0
412,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,0.08994011307545993,0.0,TN,0
413,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Q,1.0,1.0,TP,1
414,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0.0,,S,0.0,0.0,TN,0
415,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,S,0.0475,0.0,FN,1
416,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,0.5875,1.0,FP,0
417,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,,S,1.0,1.0,TP,1
418,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,S,0.93,1.0,TP,1
419,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,,S,0.006666666666666666,0.0,TN,0
420,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,S,0.37,0.0,TN,0
421,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,0.06595825708748018,0.0,TN,0
422,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q,0.007575757575757576,0.0,TN,0
423,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,S,0.6481012148685217,1.0,FP,0
424,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,,S,0.8373333333333335,1.0,FP,0
425,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,,S,0.5191666666666667,1.0,FP,0
426,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,0.06453350968852742,0.0,TN,0
427,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,,S,0.81,1.0,TP,1
428,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,,S,0.9793333333333333,1.0,TP,1
429,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,0.06595825708748018,0.0,TN,0
430,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,0.22412337662337664,0.0,FN,1
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,0.175,0.0,FN,1
432,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,0.7003095238095237,1.0,TP,1
433,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,S,0.99,1.0,TP,1
434,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,S,0.011034482758620689,0.0,TN,0
435,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,S,0.2,0.0,TN,0
436,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S,0.82,1.0,TP,1
437,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,,S,0.28722222222222227,0.0,TN,0
438,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,,S,0.69,1.0,TP,1
439,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,S,0.2,0.0,TN,0
440,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,,S,0.63,1.0,FP,0
441,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,,S,0.51,1.0,TP,1
442,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,,S,0.01,0.0,TN,0
443,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,,S,0.6461904761904762,1.0,FP,0
444,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,,S,1.0,1.0,TP,1
445,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,0.0,0.0,FN,1
446,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,S,0.89,1.0,TP,1
447,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,,S,1.0,1.0,TP,1
448,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,,S,0.7506507936507937,1.0,TP,1
449,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C,0.48,0.0,FN,1
450,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,0.526,1.0,TP,1
451,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,,S,0.02,0.0,TN,0
452,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,0.0,0.0,TN,0
453,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,0.6041666666666666,1.0,FP,0
454,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,0.255,0.0,FN,1
455,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,0.03349818930749009,0.0,TN,0
456,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,C,0.026432039349851034,0.0,FN,1
457,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,0.37,0.0,TN,0
458,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,1.0,1.0,TP,1
459,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,S,0.84,1.0,TP,1
460,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,0.10881911981276597,0.0,TN,0
461,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,0.27,0.0,FN,1
462,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,S,0.0,0.0,TN,0
463,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,0.10333333333333333,0.0,TN,0
464,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,,S,0.06,0.0,TN,0
465,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,0.06016808532286724,0.0,TN,0
466,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,0.0,0.0,TN,0
